238.1823	NA	NA
3.849714	NA	NA
t458	11.8216062499888	2
t267	-17.4488969096826	24
t419	34.7267239872003	88
t304	-19.7448638466421	12
t221	-42.9259985958448	2
t355	28.7254446006004	97
t194	22.6240456727381	45
t313	20.1555808900707	28
t41	5.13303493371265	4
t429	75.7372765460062	1
t135	9.78929947214002	19
t96	94.4037230624937	13
t529	-28.0100137791518	20
t124	26.9658153883342	13
t530	32.1561147175059	59
t357	-3.90720975591203	3
t204	-52.934754468919	1
t268	26.5426990449631	148
t383	28.8001478221725	108
t350	25.8878891172853	28
t243	35.6305918120569	2
t128	-25.10036639961	3
t521	79.6054847448084	1
t537	27.1953200914669	5
t325	5.26860633555048	3
t71	7.38734333161662	120
t403	-65.4067202189065	3
t535	69.1422450042412	85
t467	39.941262111356	17
t235	70.245318772292	1
t126	97.3934323937171	23
t100	29.1644585385965	40
t539	-18.7465265272782	12
t36	17.2993041730248	2
t156	58.0544842313131	14
t536	78.8174040171792	6
t63	-28.6485376023791	7
t258	-4.40119413967244	22
t207	-69.652849342657	5
t391	-12.3096600425063	2
t210	-8.66303695414516	43
t282	-28.2921801144688	1
t94	36.3417236562276	27
t5	18.3824612523844	50
t528	-0.214276289555906	78
t247	23.7358339423338	124
t143	14.6400711995142	3
t214	21.3883644722064	24
t492	-5.9249732793967	5
t213	-43.6952796864447	62
t379	90.9046852357403	1
t525	58.639316022229	1
t501	-57.295355188735	9
t358	22.6073484351623	2
t310	-15.5201997930272	21
t463	15.6750308592828	21
t118	26.7270615928571	51
t70	60.2372841800771	4
t390	27.0564522946609	20
t359	37.1000124393529	3
t398	-1.08348393608478	2
t402	72.3025231749787	12
t326	68.392148028348	1
t532	77.1067961644578	118
t404	-46.888204955001	8
t179	53.7384777439352	20
t534	28.9805166716045	1
t409	49.8657811860526	9
t462	-22.1554745362944	1
t161	-7.867227799083	1
t172	-4.2983511083114	4
t51	40.202030859441	28
t386	22.0543677589908	3
t236	75.9703139617773	9
t279	50.8448605402583	2
t196	40.157533301088	1
t360	-33.8246057634939	1
t246	-18.8250174458301	2
t40	51.7742081743334	49
t198	-17.9751419123802	1
t50	-31.1608279256013	24
t511	34.5673420087434	18
t479	36.4784873864479	110
t320	10.8482846630936	2
t66	46.2107376253107	1
t190	39.1386852124566	1
t527	9.42409251418301	116
t16	21.6057778389755	1
t346	43.8623447456933	1
t165	80.0094725080459	40
t25	24.9121529667058	2
t389	89.5221953936333	36
t263	41.9878502705465	1
t340	18.4246881415228	2
t432	15.465562979567	4
t38	25.0496092517067	2
t466	-15.7390845986454	1
t422	23.8557258030632	5
t370	51.2292049497714	15
t79	34.4467260256871	63
t367	8.12622219571314	8
t225	4.97028080656592	4
t471	-13.0011679906232	2
t86	-5.05482352967443	10
t14	-18.3271472881521	14
t478	24.4491721711914	7
t406	2.76377388744983	1
t59	0.638606449710501	85
t65	21.3340356432265	13
t323	-23.0036005437107	2
t270	-24.6093864899921	2
t33	59.8328213736799	37
t88	-67.3438655546791	16
t147	42.8777005565731	2
t442	16.4734258878189	22
t76	74.3274184801557	6
t509	59.7027165016144	5
t470	6.60445716686309	1
t277	-28.3902886130663	8
t307	65.8140799481784	87
t220	62.7948301432137	2
t134	50.0900883611628	2
t73	-44.1824305255654	227
t93	13.6884135524939	2
t98	58.7909855775644	1
t218	57.0341794057117	2
t46	34.9994631412644	22
t173	23.1927427945434	11
t382	-18.3370566216301	9
t102	-28.3169826436193	6
t309	35.5352917735364	16
t184	-21.3728726112305	10
t303	17.5847919505522	2
t144	-8.15659263945847	16
t193	34.366522137707	7
t154	3.21626122805667	6
t141	24.3137670675209	104
t415	15.6627794352344	33
t152	38.2286541003999	1
t371	-15.1176549080112	12
t378	-39.4031912753827	12
t121	-7.83746279414921	1
t274	41.193464672445	1
t241	90.1051787163778	155
t74	-8.4514577820531	12
t160	19.8701852459897	47
t139	14.1759634861395	86
t52	-5.84288106914166	4
t484	38.0985217402777	7
t514	74.7763587477254	2
t164	32.5310481517171	3
t32	52.7209225479316	6
t515	6.49345513684282	2
t239	42.7998265127641	48
t146	49.8330408087165	5
t317	-20.6255120443205	5
t506	39.0957372582511	16
t494	-20.5784312415103	9
t48	42.0697845308115	12
t425	0.942257692564905	2
t380	44.5567535975631	1
t257	27.0122642117773	109
t453	74.8421734319113	2
t37	-2.53057368589961	16
t538	14.7221197797698	5
t229	7.78998904124807	1
t486	63.0122493547788	1
t81	-31.1256860320564	9
t7	80.3568269853704	32
t237	26.9188022893552	3
t339	64.5097562921193	5
t253	56.7896122306655	6
t78	-11.7053459745357	16
t23	33.9884203247194	1
t264	22.7966250577176	18
t105	76.8621782048617	3
t47	-27.6508911322023	1
t411	26.412205245262	1
t540	49.6417729434904	98
t446	75.669670223986	2
t460	-5.82140773757595	48
t24	43.98655282266	22
t456	12.3106393138619	1
t85	21.3504662544894	1
t26	48.4564048231818	1
t150	48.0271278159746	416
t261	63.9398651708611	1
t450	15.8033608586735	25
t217	-3.24981532266885	3
t162	56.0088087783512	7
t417	25.4130080642011	5
t517	13.239686677603	15
t212	0.729980675498942	1
t272	-25.806041265097	1
t185	29.8578857215367	2
t420	7.87209644611876	20
t209	-3.28527367222225	35
t443	5.40981930922791	15
t159	76.6446539578751	1
t58	-70.0814948855701	3
t151	36.8757263628333	3
t349	2.56149364915731	178
t104	-14.323285779005	1
t228	9.6332832962963	6
t131	13.4611612254213	1
t163	52.0042091152336	4
t55	60.5341739568597	32
t335	-22.7481598943141	1
t20	22.8011956280557	1
t120	-4.23243855768546	23
t322	-22.5618827250811	92
t199	8.70967795292081	3
t53	60.8145072840767	1
t39	-10.3442539766254	1
t250	81.9552801484624	6
t452	-32.6855969318283	15
t176	-4.60863434682761	10
t200	-19.2221333274105	1
t381	4.8089747109051	2
t142	71.8587632246862	316
t132	49.2220129157447	66
t294	-3.40696423468601	14
t324	37.1971625324615	51
t488	20.7646463423212	3
t520	-10.8020032625353	162
t510	45.3246847850695	26
t502	37.1537534203822	4
t2	65.6142409488715	127
t387	3.5387502929662	2
t366	31.5964556456523	6
t507	16.0824967236245	2
t384	-27.9081563774655	63
t485	15.4672139449571	2
t260	42.4760277525622	72
t145	-32.8770222004581	11
t343	-23.6364365503444	10
t255	47.9868680860561	4
t440	31.4952618910506	8
t448	2.02046881885767	4
t12	-15.34150568163	9
t477	-1.09882704999244	1
t180	-18.7876971386148	1
t499	16.7835159788136	1
t392	14.0666643735315	32
t533	19.9350180136975	87
t168	57.8877785475824	5
t149	86.2084549712694	3
t306	69.5626474030688	5
t34	44.9742811929232	113
t17	-37.0654337927342	98
t234	-15.9975260992146	6
t363	31.9863280480788	1
t244	18.9692855125126	7
t364	10.0129341930881	7
t252	-12.7212502409531	58
t434	-21.0740895267611	49
t436	-0.112733056015163	2
t397	32.0535593703206	17
t223	-53.7424378068901	20
t140	-2.06822318475179	2
t498	10.3544220298464	25
t519	41.4957081076521	3
t69	17.8673357129955	3
t215	95.0381150751817	7
t497	0.411058412800361	1
t503	27.1713785740502	1
t45	31.7781675108336	4
t468	-41.4226470956349	1
t439	-38.0569373259883	1
t451	19.9380104613701	5
t226	9.13457240435037	10
t449	17.2269120638487	1
t291	22.7415950180653	15
t231	-19.4840927624159	15
t319	-15.1222311384123	29
t376	-17.0997086724992	14
t101	47.390368956994	31
t482	17.9762603389896	24
t133	19.0981760390137	28
t407	8.72957450280202	102
t153	-20.2175702659629	26
t72	1.05323438979338	98
t283	14.3050900752342	2
t374	40.3472585715013	26
t481	8.27121459400199	2
t169	73.3662250162641	10
t1	64.4272359458352	17
t412	-59.1229056124833	4
t476	-5.02561615451739	1
t318	22.214769848764	3
t109	-2.23223974611372	4
t115	85.8942614010509	1
t136	-69.3836072581766	28
t83	0.593042468238496	4
t311	77.7113972313285	1
t116	18.1858862885795	7
t329	-45.5673378700887	63
t44	-41.9507243609708	1
t347	42.0098202602475	5
t49	-36.4530553387571	1
t454	-23.9899607510926	4
t183	68.2573622074037	22
t483	12.175111006097	38
t222	31.5022069032411	1
t107	74.7358337628182	2
t354	-30.1615349001815	1
t158	-29.4117495286861	1
t127	7.93479733466311	2
t31	-29.2195561194192	21
t227	-3.93190615638522	2
t500	47.4215030778906	1
t464	11.2582315087794	2
t414	58.4991882630705	14
t393	72.2274858451901	15
t259	35.0616135931342	1
t4	-3.65444693141186	143
t332	-45.3477437284389	13
t430	36.6190612375347	16
t130	-20.8676133560704	131
t208	-50.2490772911604	1
t8	69.1839716300041	15
t524	39.7974513226739	1
t181	71.266694823386	25
t299	-2.81434052912885	1
t111	28.1131388118121	5
t60	-24.4350719153312	1
t117	30.2965741230947	36
t375	25.5144363093897	5
t426	-72.8830854601174	4
t348	-19.2862285881427	69
t230	28.3939068321887	17
t293	11.3673806673333	55
t504	33.4896684282369	12
t316	54.4974380355174	1
t92	-7.23105755952559	29
t166	-26.9234743359422	11
t3	0.772526656154725	26
t305	3.7799729250137	5
t295	-61.2711739563209	19
t473	71.1201634362447	10
t351	-45.0972244507062	20
t265	39.5057583835026	15
t251	-41.7265660231009	4
t276	-12.0735944634317	197
t266	57.5802662506079	28
t249	20.1832643776428	2
t22	45.7716316225937	126
t353	45.1446684885123	124
t469	33.1567992726851	205
t238	-20.4929355358831	28
t75	51.860804056819	25
t167	61.3937906929675	2
t202	-31.5930411802939	8
t125	-41.2399581342745	2
t122	26.8670854121215	10
t43	-49.5444074199593	4
t401	2.14434663844959	2
t67	8.35712447352702	125
t11	48.6820084130811	19
t341	31.9692474151663	98
t315	-3.20361143525266	4
t447	11.6757428587246	4
t438	-6.66679934010074	1
t155	7.44974580595247	1
t496	14.4396193690602	2
t296	16.8964160553488	3
t513	62.4661480042154	1
t441	52.0009901367671	3
t189	12.0261236058177	3
t455	16.2971619097961	16
t113	26.9769764065258	51
t171	10.5705621545516	2
t541	79.0935755080231	4
t394	64.2697090705748	16
t256	7.22566155144804	22
t365	1.84802585804338	5
t437	48.0693705059393	64
t89	38.4183270686093	6
t300	32.4104958940841	62
t114	-1.59118390538926	2
t29	22.3958848176986	1
t281	-12.925464616462	6
t77	34.975210603966	23
t298	-25.2813452862729	58
t148	41.0188577216248	47
t35	-2.67746275989691	7
t327	-40.547883392441	6
t262	1.71154835924833	1
t280	46.7634261133362	2
t99	28.6086955323295	11
t10	-44.0717838675942	59
t480	79.8166811488319	2
t297	38.035616418588	6
t232	20.3384318759251	70
t338	-10.3927689886383	69
t334	1.53581729579955	39
t368	-21.386610558226	13
t385	7.7038182014924	27
t474	-7.20370647538748	2
t242	69.575982879973	2
t373	3.85671936976847	8
t472	32.1219707723291	23
t312	-1.79595340730121	13
t405	65.0022207726814	2
t495	40.3322564298245	5
t28	92.0740427608189	35
t518	45.2387907649853	1
t56	22.3495052414864	4
t30	14.0989216073907	65
t302	76.140827820804	7
t205	50.855269081249	1
t288	-7.83709406507081	57
t54	27.0285962599824	5
t444	-31.2286243156295	1
t369	-5.06250810742912	1
t68	27.2467379687297	6
t490	63.0816487404292	11
t177	-7.78645144367107	80
t248	53.0256180472867	1
t9	37.6597582288196	60
t157	19.6544431168914	5
t203	24.4831364878537	22
t377	28.3501245652085	35
t345	36.2122616172086	8
t269	39.9298127996158	12
t195	36.4856852047284	16
t400	8.15224248538086	11
t461	3.93050762641067	2
t170	-6.80038457760028	38
t542	35.8196117403194	58
t137	-16.6968158367445	4
t57	47.0540531736572	32
t508	65.4909554123046	21
t396	72.3369929907379	26
t427	2.13879314752882	6
t424	-21.9849651542228	15
t361	16.659037430897	47
t336	34.1010404870497	118
t42	80.400837508322	47
t399	49.9910470278414	7
t445	96.8106358326133	41
t421	-4.64072753213125	4
t286	82.0740897430793	1
t388	4.20808462193152	16
t423	60.3861896022012	75
t197	66.1509625286622	4
t216	0.343382069852877	11
t224	34.4027535883966	1
t206	35.1869055675093	1
t333	42.1258366669296	37
t240	50.5550357115859	84
