S_m	J_m	speciation_rate	death_proportion	trait_rate_meta	ecological_strength	generations	community_assembly_model	speciation_model	mutation_rate	alpha	sequence_length	J	m	speciation_prob	generation	_lambda	migrate_calculated	extrate_calculated	trait_rate_local	filtering_optimum	S	abund_h1	abund_h2	abund_h3	abund_h4	pi_h1	pi_h2	pi_h3	pi_h4	mean_pi	std_pi	skewness_pi	kurtosis_pi	median_pi	iqr_pi	mean_dxys	std_dxys	skewness_dxys	kurtosis_dxys	median_dxys	iqr_dxys	trees	trait_h1	trait_h2	trait_h3	trait_h4	mean_local_traits	std_local_traits	skewness_local_traits	kurtosis_local_traits	median_local_traits	iqr_local_traits	mean_regional_traits	std_regional_traits	skewness_regional_traits	kurtosis_regional_traits	median_regional_traits	iqr_regional_traits	reg_loc_mean_trait_dif	reg_loc_std_trait_dif	reg_loc_skewness_trait_dif	reg_loc_kurtosis_trait_dif	reg_loc_median_trait_dif	reg_loc_iqr_trait_dif	abundance_dxy_cor	abundance_pi_cor	abundance_trait_cor	dxy_pi_cor	dxy_trait_cor	pi_trait_cor	SGD_0	SGD_1	SGD_2	SGD_3	SGD_4	SGD_5	SGD_6	SGD_7	SGD_8	SGD_9
100	750000	2.0	0.7	2.0	1.0	0.0	pairwise_competition	point_mutation	0.0	2000	570.0	1000.0	0.01	0.0	7.0	0.08	0.00914	0.00114	0.58824	2.24989	13.0	1.5165	1.16265	1.12041	1.10635	1.0	1.0	1.0	1.0	3e-05	9e-05	3.17543	8.08333	0.0	0.0	0.00317	0.00446	2.66633	6.17288	0.00211	0.00263	0.0	11.71464	10.06574	9.37841	8.94113	1.67222	1.71633	0.10061	0.06551	1.46364	2.11729	1.79484	2.10901	0.17659	-0.00926	1.31817	2.7249	0.12262	0.39268	0.07598	-0.07478	-0.14547	0.60761	0.43345	-0.35406	-0.01401	-0.34766	0.2531	-0.46291	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
100	750000	2.0	0.7	2.0	1.0	0.0	pairwise_competition	point_mutation	0.0	2000	570.0	1000.0	0.01	0.0	12.0	0.763	0.00967	0.00017	0.58824	-4.87971	17.0	9.33532	7.42402	6.43625	5.84048	3.80779	3.6442	3.51414	3.41471	0.00012	0.00023	1.62589	1.0778	0.0	0.0	0.00436	0.00569	1.67472	2.26341	0.00281	0.00491	0.0	8.69312	7.18195	6.44219	5.99444	-2.2427	2.9017	0.00951	-1.30463	-1.9287	5.30506	-0.26495	3.99219	-0.06052	-1.17296	-0.63466	7.09222	1.97775	1.09049	-0.07003	0.13166	1.29404	1.78716	0.5272	0.13542	0.30694	0.30703	0.47379	0.13187	13.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0
100	750000	2.0	0.7	2.0	1.0	0.0	pairwise_competition	point_mutation	0.0	2000	570.0	1000.0	0.01	0.0	16.0	0.805	0.00725	0.0005	0.58824	-0.06551	15.0	11.15829	9.46629	8.42936	7.70931	4.57603	4.24837	4.00531	3.82673	0.00026	0.00041	1.34946	0.4834	0.0	0.00049	0.00427	0.00744	3.12007	8.55031	0.00211	0.00368	0.0	11.90101	10.34689	9.44067	8.83633	1.67335	2.84952	0.07258	-1.01648	1.84879	4.98201	1.50976	2.66479	0.26909	-0.93576	0.98495	4.58564	-0.16359	-0.18473	0.19651	0.08072	-0.86384	-0.39637	0.36315	0.00959	-0.10009	0.39633	0.34138	0.18947	10.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0
100	750000	2.0	0.7	2.0	1.0	0.0	pairwise_competition	point_mutation	0.0	2000	570.0	1000.0	0.01	0.0	13.0	0.745	0.00938	0.00108	0.58824	-2.54302	13.0	5.71323	4.87867	4.57841	4.41373	3.53545	3.11521	2.80963	2.61197	0.00016	0.00028	1.92657	2.92879	0.0	0.00035	0.00472	0.00474	0.36545	-1.59785	0.00158	0.00947	0.0	5.75718	4.98581	4.7017	4.54609	-1.48526	2.03935	0.07363	-0.5607	-1.70597	2.15935	-0.90936	2.10064	-0.04161	-0.57073	-0.75301	2.6029	0.5759	0.06129	-0.11523	-0.01003	0.95297	0.44355	0.48757	0.12892	0.25344	0.31212	0.3416	0.14887	9.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0
100	750000	2.0	0.7	2.0	1.0	0.0	pairwise_competition	point_mutation	0.0	2000	570.0	1000.0	0.01	0.0	17.0	0.838	0.008	0.00071	0.58824	1.31722	16.0	6.14898	5.26465	5.02575	4.90387	4.58057	4.29481	4.08426	3.91881	0.00029	0.00049	1.37137	0.50395	0.0	0.0005	0.00319	0.00485	2.35538	4.69125	0.00158	0.00206	0.0	5.82208	5.10847	4.91741	4.81967	-0.101	1.84878	0.01096	-0.30674	-0.22697	2.18404	0.32196	1.87112	-0.41131	-0.6905	0.73375	3.16549	0.42296	0.02234	-0.42227	-0.38376	0.96072	0.98146	0.55152	0.61375	0.33556	0.72045	0.20944	0.10775	11.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0
100	750000	2.0	0.7	2.0	1.0	0.0	pairwise_competition	point_mutation	0.0	2000	570.0	1000.0	0.01	0.0	6.0	0.072	0.01133	0.001	0.58824	0.07759	11.0	1.40649	1.13308	1.099	1.08754	1.0	1.0	1.0	1.0	9e-05	0.00027	2.84605	6.1	0.0	0.0	0.00314	0.00328	1.24285	0.11348	0.00175	0.00263	0.0	9.82596	8.11093	7.58608	7.32848	-0.49829	1.74372	1.06398	0.72299	-0.92356	1.90319	-0.24122	1.88902	0.6784	-0.02203	-0.45488	2.24826	0.25707	0.14529	-0.38557	-0.74502	0.46868	0.34508	0.66667	0.0	-0.22831	0.2	-0.07273	0.2	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
100	750000	2.0	0.7	2.0	1.0	0.0	pairwise_competition	point_mutation	0.0	2000	570.0	1000.0	0.01	0.0	10.0	0.707	0.0104	0.0002	0.58824	-1.00463	18.0	8.75117	6.31497	5.33814	4.80979	1.78233	1.63739	1.55027	1.49844	7e-05	0.00023	3.28693	9.58836	0.0	0.0	0.00331	0.00513	1.69819	1.13141	0.00158	0.00215	0.0	8.79217	6.6292	5.94337	5.63337	0.08504	2.86336	-0.37898	-1.29165	0.9591	4.94261	-0.45234	3.23272	-0.32078	-0.95709	0.19137	4.72907	-0.53739	0.36936	0.0582	0.33456	-0.76773	-0.21354	0.42278	0.33465	-0.00413	0.29231	-0.03965	0.13039	16.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
100	750000	2.0	0.7	2.0	1.0	0.0	pairwise_competition	point_mutation	0.0	2000	570.0	1000.0	0.01	0.0	9.0	0.381	0.008	0.00022	0.58824	1.91786	13.0	3.73235	2.34563	2.0036	1.8682	4.5184	4.11074	3.80879	3.59845	0.00021	0.00031	1.30893	0.53415	0.0	0.00035	0.0058	0.00806	1.96219	2.95982	0.00298	0.00439	0.0	4.99171	3.96284	3.61775	3.4583	-1.31247	2.06482	0.7353	-0.13029	-1.36353	1.91394	-1.22556	2.30043	0.92998	0.17357	-1.79705	2.35802	0.08691	0.23562	0.19468	0.30386	-0.43352	0.44409	0.52355	0.32269	0.09091	0.69477	0.3315	0.32181	8.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	1.0
100	750000	2.0	0.7	2.0	1.0	0.0	pairwise_competition	point_mutation	0.0	2000	570.0	1000.0	0.01	0.0	81.0	0.985	0.01052	0.00212	0.58824	3.64753	14.0	8.73233	7.08185	6.39717	6.02432	8.93694	8.19901	7.7128	7.38332	0.00051	0.00043	0.28943	-1.23524	0.00035	0.00082	0.00489	0.00479	2.42197	5.59376	0.00377	0.00395	0.0	8.34255	6.9781	6.40115	6.10657	2.34137	2.2398	-1.23573	0.34918	3.38066	1.76372	2.99514	2.17435	-0.53386	0.30278	3.45999	2.09416	0.65376	-0.06545	0.70187	-0.0464	0.07934	0.33043	0.09901	0.08991	0.24835	-0.38029	-0.36964	-0.03372	4.0	0.0	4.0	0.0	1.0	0.0	1.0	2.0	1.0	1.0
100	750000	2.0	0.7	2.0	1.0	0.0	pairwise_competition	point_mutation	0.0	2000	570.0	1000.0	0.01	0.0	9.0	0.3	0.00844	0.0	0.58824	-0.92148	14.0	3.12546	1.91507	1.66783	1.57845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.0	0.0	0.0	0.00258	0.00338	1.81243	2.7961	0.00114	0.00342	0.0	5.7697	4.57592	4.20407	4.01944	-2.98185	1.79718	-0.0064	-1.056	-2.83952	2.81513	-3.21177	2.27236	-0.05254	-0.72952	-3.46622	3.53226	-0.22991	0.47518	-0.04614	0.32647	-0.6267	0.71713	0.50331	0.0	0.57489	0.0	0.40088	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
