"","temp","temp","temp","temp","temp","temp","temp","temp","temp","temp","temp","temp","temp","temp","temp","temp","temp","temp","temp","temp","temp","temp","temp","temp"
"hirsutus",0.0391552762866831,0.0157984855273374,-0.00989418268339215,0.000879003141410219,0.00122696173616512,-0.00223544994192903,-0.00194615069532554,-0.00492325735222849,-0.00624717363472559,-0.00136149954519852,-0.000668814953280733,-0.000929798257143033,0.00138515265495645,-0.00139329837476621,-0.000231807847356171,0.00046080872989808,-0.000922522201237698,0.000724803825099618,0.000921231373779499,9.6904544736337e-05,0.000304104987378731,-0.00043524498691051,-0.000197102440442606,1.64029286239183e-05
"invalidus",-0.00403080406954051,-0.00438854247941603,0.00199593078743471,0.0107060163436806,0.0126690323545108,0.0034279519574044,0.00421002413413964,0.0018585787423277,0.00326052097504031,0.000413213992917608,-0.000413627943745504,-0.0027322008816591,-0.0017149187828445,-0.00048986486698278,0.000368247390190216,-0.00167922209468636,-0.000416267137251511,0.000167504736833586,-0.00118155945767522,0.000810096399155688,9.9881049345344e-06,0.00044255267420941,-0.000336959693939278,-0.000177333133823239
"jacobi",0.0122205050106538,-0.00486734701128701,-0.0196602618194328,-0.0323679024210273,-0.000855081359870142,3.71566532748249e-05,-0.0160700810688306,-0.00623619949179974,0.000782966940251133,0.00343234749173826,0.00353193441939195,-0.00340374884593408,-0.000583260448019274,-0.00103686290483806,-0.00400200947228654,0.00106893210231972,-0.000711610527132086,-0.000499145044089025,0.00167408245701576,0.000767165709208484,0.000388227168365803,-0.000512490851531997,-0.000229914701713631,-0.000104125125739543
"jacobinus",-0.0175449421386272,-0.0019424576065766,-0.0187378486678193,-0.0317046469150353,-0.00889832556205245,-0.00437219332697052,-0.0232858572443661,-0.00423203515943404,0.00239878578454821,0.00414546141301163,0.00233105916343391,-0.00328909395129051,0.000918654297690733,-0.00152931172227718,-0.00122087757310082,0.000554523909434474,0.000496532253558413,-0.00136760253373547,0.000951432418982523,0.0002005197036131,0.000844934871416588,3.65937161098679e-05,-0.000147447665327741,5.4368591241014e-05
"jervisensis",-0.130269924593104,-0.022902009424179,0.042071921122262,-0.00438285082311111,-0.0317673014762085,0.0162084910574378,0.00969202655116309,0.0204846023077621,0.000461263099988145,0.00197347221120069,-0.00551643561145117,0.00350341245153906,0.00369851898027738,-0.00075610143418298,-0.001561836752401,-0.00168027928326553,-0.00204178130314528,-0.000385122699025608,-0.00027237209183343,-0.00116821643590793,8.44675444880196e-05,0.000232638898317935,0.000210891984584727,-0.00021096817803555
"krameri MS",-0.060280003903595,0.0142751531470103,0.0151774045173009,-0.00488397795451574,-0.00682837953020745,-0.00954777991691392,0.0101493127999344,0.00269393544541836,0.00236576541171421,0.00437363768214702,0.00101267936377992,-0.000590791036737047,0.000364548867874169,-0.00173505396534375,0.00199760322118885,0.000344650675580182,0.000492366006613289,-0.0001875633220752,0.00125458299717328,0.000767978603172259,-9.91753501201267e-05,0.000382603150835201,-4.28590347244856e-06,-9.40135747933602e-05
"lycodus",-0.0654594027842672,0.0321424736525008,0.0128591763877548,-0.00667938343874094,-0.0105354655711618,-0.0220973565069838,0.0064236380528362,0.00100458263777302,0.00587481816409901,0.00586942757104789,0.0128192161556151,0.00139558604543309,-0.00290238543375575,-0.00198198009840451,-0.000976160851856617,-0.00232113220318073,0.000806723521942327,0.000985048860430194,0.000857608446474669,-0.000771659655955057,0.000399501119992133,0.00097426071148154,0.000707478542724498,0.000194198110229147
"nesioticus",0.108374768491276,-0.0103343994894922,0.00131741736750646,0.0144239375199934,-0.00445657813993916,-0.0176236690262854,0.010563985253006,0.000481491534317397,-0.00116139115598679,0.00363157270865135,0.00384725281120406,-0.00212034425058714,9.2550026973593e-05,0.00184481187177802,-0.000673601705822206,-0.00215056580022149,-0.000692377210720246,0.00199731213685757,-0.000660173960936405,-0.00073896556643142,-0.000566693455640059,0.000211648721449739,-0.000139754419465413,-6.597236134724e-05
"nsp AL1",-0.0431232853306589,-0.0152660126339456,-0.0013583788885022,0.00100804337357775,-0.00346128932876281,0.00846347269748342,-0.00473904523414002,0.000397677037800572,-0.00290355854114444,-0.00163341222955419,-0.000583446076189758,0.00194197056915933,-0.000718422665035753,-0.0015622937336368,0.00129940867690379,0.000789261784101977,-0.000774950527085477,-0.000257134294140036,-0.000630694274473642,-0.000593851996224682,0.000177906934690647,0.00027615803826313,-0.000331671415598992,-0.000111006617782014
"nsp CA1",-0.0378991891583948,0.00561648431687656,-0.00595524521856932,-0.00156862496189173,0.0010845237200766,0.00350915158498666,-0.0102983991018325,0.00279958775916761,-0.00749841989228787,-0.00410112353723007,-0.00398428205648683,0.00108933796252852,-0.00174663080806971,0.00116352274138818,5.57924720211119e-08,0.000327972895914318,-0.00209991434672936,0.00216552241524583,-0.000588367373363769,-0.000536520935491274,0.000344064091653743,0.000121823235499604,7.84809589890224e-06,-6.60783673963791e-05
"nsp CA2",-0.0409444911521564,0.00454188829242176,-0.00802170883421153,0.00319798708580083,0.0104828762233025,0.00109419661824077,0.000724405476862105,0.00408424453414585,-0.00260980210025081,-0.00139097488800227,-0.00184605564457574,0.000404155957716241,-0.00151309313545864,-0.000573282883123257,0.00263078300043968,0.000538348040944113,-0.00285231411510287,-4.26661256703746e-05,-0.000806905377665845,0.000998334473892452,-7.80080982519796e-05,0.000588082406511344,-0.000160977056449952,2.77468173447156e-05
"nsp DA1",-0.0216698294742751,-0.0164496931761853,-0.0189907711352097,-0.00632700401349238,0.00738906240918997,-0.0103050274611151,-0.00417079823318142,0.00632630377347947,-0.00127883493844231,0.00149884164264945,-0.00110076419856611,0.00070558843647708,-0.00294931175895115,-0.00100396293066936,0.000566144384203649,0.000802207544004896,-0.000443538282091173,-0.000835068229143105,0.000108882835376132,0.000514727878393611,0.000341407214651855,-0.000270548670197928,0.000116400499657565,-9.82274601646064e-05
"nsp DA2",-0.0200650854521768,-0.0198153067105439,-0.0160266117129473,0.00353272363573568,0.00673698866710296,-0.00588551937022442,-0.00624157148204817,0.00320498067229665,-0.00218451646526871,8.30589332470051e-05,0.00194169293562716,0.00379382848894931,-0.00190394888018281,-0.00064866407618181,0.00137596231752219,0.00163461482998348,-0.0010614993340447,0.000127331237589831,-0.000290136625520065,0.000586983095309297,0.000104606194827026,0.000244452892379872,7.83381168515052e-05,-0.000108167380806643
"nsp PI1",-0.021136807998143,-0.0115839871073725,-0.00780590467654188,0.0188696559515113,-0.0156795382344402,0.00508833668770582,-0.0177099536559762,0.00696931505027728,-9.24998878720547e-05,0.00768565817354813,-0.00153267022651643,-0.0022185428242137,0.00290520619184985,-0.00137370843024981,-0.000723437793134794,0.000192800658537262,-0.00103265991846441,-0.00148740306781633,-0.000118237404152164,0.0014089113942465,0.000796167998152424,-0.00185476292727329,0.000538167939301622,0.000404222516050519
"nsp SC2",0.15911859301115,-0.0319422976273486,-0.00235612549323236,0.0154185560843949,-0.0051084097351851,-0.00875942114879898,-0.00156121632165137,-0.00142480148106211,0.00331566578893784,-0.000258490495406256,0.00871969095866673,-0.000774102076513354,0.000665965843274546,0.00259467812033901,-0.00235028379538551,0.00168163081616043,-0.000582960052430019,0.000336503598353786,0.00082485522557382,-0.000575285906782861,-0.000690448260515251,7.02644134488368e-06,-0.000296573024921858,7.73588356765781e-05
"nsp SC3",0.0671010535534193,0.00198713938926442,-0.00226641826135894,0.00265262489406102,-0.00365537434805305,0.000801946317966399,0.00231322484159838,0.00117993026494245,-0.011228058526048,-0.0021839110795319,-0.00207723951800337,-0.000188667721291211,0.000564549738935856,-0.0039878862226171,-0.00140312288714938,-0.00140911120456277,-0.00127912985784997,-0.000158170949113717,0.00123465549600955,0.000514844731710944,-0.000441375625268286,0.000245747855706588,-7.37487470191787e-05,-7.58531670820946e-05
"nsp WF1",-0.0481780299540942,0.00251490169288903,-0.00767627708706828,0.0134966250946856,-0.00260175505634426,-0.0136482704348818,-0.00257532228783419,0.0075276691811817,0.00333365159337022,0.00295397003522881,-0.00288259790218682,0.00448978576104418,-0.000428605096435203,-8.23970295426822e-05,0.00242421443930217,0.00119703582839901,0.00038549685214075,-0.00126950860531261,-0.000728209174634363,-0.000670731030476575,-0.000408844064712818,-0.00110072080508124,-0.000203999068913325,7.25494387350487e-05
"nux",-0.0384177347467016,-0.00227636429174241,0.0265680237527287,0.0139375541310455,0.0113664230353236,0.0102212393799286,-0.00166054639681798,-0.00149823810154929,0.00414654516889099,0.00368481805829844,0.000115140165998603,-0.00542855344044362,0.000829149683537744,0.00151739214102116,-0.0011361910312631,-9.69133076521708e-05,0.000441374806936622,1.49219507826161e-06,-0.000215644927844841,0.00105901563529963,-0.000358427935831156,-0.000485725929023968,-4.63145286761049e-05,-0.000186332219498787
"ochsneri",-0.0609985983965559,-0.00206511382316136,0.00506430647779108,-0.00602117262844534,-0.00556067986242767,0.00519592479755396,0.000117819076586358,-0.00240060484633716,0.00101763075944777,-5.9380725617916e-05,-0.000597731083727273,0.00203590948039779,-8.67231637310743e-05,0.000694879657563,0.000615265329278073,0.000591938111393998,-0.00137006198436333,-0.000178014424984267,-0.00030985853041146,-0.000265386900719151,-0.000634873591008322,3.12468314629879e-05,-0.000234566320551972,-8.02353072191329e-05
"olla",-0.0140252576706714,-0.0184466145717901,-0.0167977267090398,-0.0322727882823764,0.00631002638708649,0.00646240244429515,-0.0131646481314229,0.00277607300754374,0.00565269611335227,0.00450449129031691,0.00048002017679011,-0.00085975218269892,0.00171601452684826,9.24931493196573e-05,-0.000258041674584566,-0.00107667603883992,0.000331850763901029,0.000867881328680979,-0.000743844568229168,-0.000506791389637175,0.000227008374524952,7.06993885129194e-05,-0.000191391046176914,-0.000132478090458028
"perrus",-0.0476811844682032,-0.0125326807901081,0.00554214159445572,0.00781617429015251,0.0180464361295958,-0.00721128199002409,-0.0029856529965345,-0.00248542483929987,0.00353796215051471,-0.00381158025098785,0.00413645678934453,0.00224960551048265,-0.00472525567063353,-0.000840670358635322,0.00018374820313351,-0.00176388709626308,-0.000923469878263965,0.000209365269888496,-0.000279305015218232,0.00145856664761989,-0.000574569759879077,-7.47705343498554e-05,0.000166107490171632,1.06055699770501e-05
"perrus1",-0.0378668035970913,-0.0157667754071222,-0.0118580108676347,0.00352774236297538,0.00498437603067206,-0.003919454623854,-0.00785439999616458,-0.00343548257200443,-0.000127327837470349,-0.00518978663807232,0.0014122433101319,0.00423363637295249,-0.00394573196105677,-0.00117240121248755,0.00114349061406561,0.00293005362538465,-0.00018546914373586,-5.11196757656046e-05,-0.000692829073484811,-0.000172205077352625,0.000564884109516386,0.000133411184937876,-0.000332075479863037,-3.11623404604628e-05
"perspectivus",0.0485462951754362,-0.025517206974231,-0.0176602099487572,-0.00138843835410047,0.0107544967051383,0.00949897459191698,0.00112325219496808,-0.00476485259315652,0.00142790058392032,-0.000224285595510889,-0.00191403003467148,-0.00237965735522574,-0.000337911462471175,0.0007399340399607,-3.30265669264795e-05,-0.000545133358118061,0.000241330472995078,-2.68532136218938e-07,0.000380951648390889,0.000335417940253411,-0.000175454013101379,0.000666533162132024,-4.13032134805224e-05,-9.56764352413203e-05
"phanaticus MS",-0.0751132981240014,-0.021668038246966,0.0131214616810421,0.00729966048218297,-0.014426278330763,0.00469391292260142,-0.00107399119835743,0.00607616523685291,-0.00216036243082703,-0.00215314709480587,-0.00346544953361923,0.00243382883005308,0.00251490336846794,0.000576049305590799,-0.000790588191885705,0.000315645279471441,-5.08802060815068e-05,-0.00119166953636598,-0.000244606723432081,-0.000371626200948428,7.86612433581526e-05,-0.000365712967278724,-0.000186274258361663,-0.000195216381901662
"pinzonensis",-0.0256947484213145,0.000268898257881197,-0.0127646093630099,-0.00094103589616811,-0.00219276247910004,-0.00722385398242322,-0.00377334537056129,-0.00174369167116473,0.00821180276224269,0.00254120144935544,-0.00411239279813322,1.14747446962164e-05,-0.00263524317138682,0.00134574765559757,-4.1034449364368e-05,-0.00172204081817246,-0.000698914665178903,0.00047191530252985,-0.00060886794277844,0.000112997382537175,-4.73917745233924e-05,-0.000222831846345313,1.56346791717116e-06,1.65643208557762e-05
"pinzonopsis",-0.0417353751451153,-0.0108033985037293,-0.00615129862485828,0.0134379987941086,-0.00892292226130915,0.00836921054340419,-0.0079405319485199,0.000580625533162231,0.00655473781353347,0.00720555075044783,-0.0020798403466871,-0.002199901605232,0.000280860292625017,-0.00059317857799322,0.00258669697337166,-0.00192207754618957,-7.76697801308888e-05,0.000319474908993869,0.000453223068927694,-0.000452702438437483,-6.85616591009162e-05,-3.18317383095911e-05,-2.35110239665757e-05,6.64070744316216e-06
"prepinguis",-0.0427954274650825,-0.00607935338240216,-0.0112255746496604,-0.00605248415483697,-0.0117041077177213,0.0156866823763318,-0.0151968774581236,-0.00233412796984639,0.00770930570703201,0.00711462287390396,0.0018886254368226,-0.000248412864598984,7.71121187306888e-05,0.000693128658692118,0.00126312550812877,-0.00139412807938393,-0.000404346676674972,-0.000320409234492506,-0.000210052656612503,-0.000252523278501856,-0.000317383394919328,-0.000546518973317993,-0.00029426448217581,5.41140066812929e-05
"reibischii",0.273418029648419,-0.0304683535360787,0.00223618209180955,0.00626395601505643,-0.00743991462732434,0.000824441555353772,-0.00193669289268854,0.0121575433980056,0.00513392486931929,-0.00601706341173821,0.003358191648813,0.00537502915146949,0.00172758012215169,0.00237170404160077,0.000918911854043789,-0.000759621993226968,0.000408237375795185,-0.000627624432120048,-0.000516194490524161,0.000879828539406373,0.000855428679152133,-0.000446086663078341,-0.000359698055477824,-0.000223762299747009
"rugiferus",0.275519381512199,-0.0191995722989649,0.00635414877664293,0.00988100595075717,-0.0178915144453161,-0.0101813914172753,0.013986924234864,0.00869234571991006,0.00197156223839227,-0.00268994755141606,0.00810593933854357,0.000200822034302379,-0.00068287439710365,-0.000140386118801064,-0.0015834808926577,0.00124481388869924,-0.00232864951837306,-0.00188176737532201,0.00112453988721793,0.000532220070201862,-0.000340173493726466,-0.00065159691508539,0.000400815083494205,5.13107284996289e-05
"rugulosus",0.0608705686432471,-0.0405049848302782,-0.0107984482037098,-0.00429736374785414,-0.00664726028763325,0.00499415359402212,0.00747518273406011,-0.000160108302546781,-0.0064738967625439,0.00082960642198229,0.00381678679763369,-0.00129933227651073,-0.00212157488332714,-0.000802161750801389,-0.00285280288273695,-0.000767273435217469,-0.000177791482443755,0.00274909862828707,-0.000338362286256747,-0.000471735553963336,-0.00065434231240825,-3.5730255851259e-05,-0.000306188922590809,7.97534697109785e-05
