,timesteps,is_neutral,S_m,J_m,speciation_rate,death_proportion,trait_rate_meta,ecological_strength,intrasp_competition,intersp_competition,mutualism_proportion,generations,community_assembly_model,speciation_model,mutation_rate,alpha,sequence_length,J,m,speciation_prob,generation,_lambda,migrate_calculated,extrate_calculated,trait_rate_local,filtering_optimum,S,abund_h1,abund_h2,abund_h3,abund_h4,pi_h1,pi_h2,pi_h3,pi_h4,mean_pi,std_pi,skewness_pi,kurtosis_pi,median_pi,iqr_pi,mean_dxys,std_dxys,skewness_dxys,kurtosis_dxys,median_dxys,iqr_dxys,trees,trait_h1,trait_h2,trait_h3,trait_h4,mean_local_traits,std_local_traits,skewness_local_traits,kurtosis_local_traits,median_local_traits,iqr_local_traits,mean_regional_traits,std_regional_traits,skewness_regional_traits,kurtosis_regional_traits,median_regional_traits,iqr_regional_traits,reg_loc_mean_trait_dif,reg_loc_std_trait_dif,reg_loc_skewness_trait_dif,reg_loc_kurtosis_trait_dif,reg_loc_median_trait_dif,reg_loc_iqr_trait_dif,abundance_dxy_cor,abundance_pi_cor,abundance_trait_cor,dxy_pi_cor,dxy_trait_cor,pi_trait_cor,SGD_0,SGD_1,SGD_2,SGD_3,SGD_4,SGD_5,SGD_6,SGD_7,SGD_8,SGD_9
emergeant_neutrality-472304385,"[0, 5804, 11608, 17412, 23216, 29020, 34824, 40628, 46432, 52236, 58040, 63844, 69648, 75452, 81256, 87060, 92864, 98668, 104472, 110276, 116080, 121884, 127688, 133492, 139296, 145100, 150904, 156708, 162512, 168316, 174120, 179924, 185728, 191532, 197336, 203140, 208944, 214748, 220552, 226356, 232160, 237964, 243768, 249572, 255376, 261180, 266984, 272788, 278592, 284396, 290200, 296004, 301808, 307612, 313416, 319220, 325024, 330828, 336632, 342436, 348240, 354044, 359848, 365652, 371456, 377260, 383064, 388868, 394672, 400476, 406280, 412084, 417888, 423692, 429496, 435300, 441104, 446908, 452712, 458516, 464320, 470124, 475928, 481732, 487536, 493340, 499144, 504948, 510752, 516556, 522360, 528164, 533968, 539772, 545576, 551380, 557184, 562988, 568792, 574596, 580400, 586204, 592008, 597812, 603616, 609420, 615224, 621028, 626832, 632636, 638440, 644244, 650048, 655852, 661656, 667460, 673264, 679068, 684872, 690676, 696480, 702284, 708088, 713892, 719696]","[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",250.0,500000.0,2.0,0.7,2.0,0.00296,-1.0,-1.0,0.0,500.0,pairwise_competition,point_mutation,0.0,3042.0,570.0,2902.0,0.0002,0.00173,500.0,0.59269,0.00017,0.00174,0.58824,1.47649,30.0,7.51279,4.43402,3.60004,3.2434,11.566,10.31983,9.31661,8.54659,0.00029,0.00039,1.38511,1.4592,0.0,0.00056,0.02437,0.00834,-2.22709,3.79593,0.02754,0.00254,0.0,11.59679,6.73392,5.29194,4.68045,1.30224,1.51909,-1.95501,4.31742,1.76466,1.31339,1.63212,1.66984,-2.13317,7.13018,1.89122,1.10279,0.32988,0.15075,-0.17816,2.81275,0.12655,-0.2106,-0.05462,0.27237,-0.11677,-0.28698,-0.21878,-0.08784,17.0,0.0,5.0,0.0,4.0,1.0,2.0,0.0,0.0,1.0
emergeant_neutrality-253330797,"[0, 4300, 8600, 12900, 17200, 21500, 25800, 30100, 34400, 38700, 43000, 47300, 51600, 55900, 60200, 64500, 68800, 73100, 77400, 81700, 86000, 90300, 94600, 98900, 103200, 107500, 111800, 116100, 120400, 124700, 129000, 133300, 137600, 141900, 146200, 150500, 154800, 159100, 163400, 167700, 172000, 176300, 180600, 184900, 189200, 193500, 197800, 202100, 206400, 210700, 215000, 219300, 223600, 227900, 232200, 236500, 240800, 245100, 249400, 253700, 258000, 262300, 266600, 270900, 275200, 279500, 283800, 288100, 292400, 296700, 301000, 305300, 309600, 313900, 318200, 322500, 326800, 331100, 335400, 339700, 344000, 348300, 352600, 356900, 361200, 365500, 369800, 374100, 378400, 382700, 387000, 391300, 395600, 399900, 404200, 408500, 412800, 417100, 421400, 425700, 430000, 434300, 438600, 442900, 447200, 451500, 455800, 460100, 464400, 468700, 473000, 477300, 481600, 485900, 490200, 494500, 498800, 503100, 507400, 511700, 516000, 520300, 524600, 528900, 533200]","[1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",250.0,500000.0,2.0,0.7,2.0,0.00334,-1.0,-1.0,0.0,500.0,pairwise_competition,point_mutation,0.0,3225.0,570.0,2150.0,0.0008,0.0003,500.0,0.17953,0.00073,0.00081,0.58824,0.22462,13.0,2.14084,1.4669,1.34495,1.30189,6.53215,5.30187,4.48539,4.00377,0.00053,0.00064,1.74,2.85447,0.00035,0.00082,0.01034,0.01158,1.09923,-0.46983,0.00702,0.00649,0.0,6.65085,5.33271,4.90689,4.69456,0.26103,1.96861,-0.05317,-1.41936,0.72784,3.2023,0.24236,2.27447,0.64437,0.08703,-0.44612,2.70518,-0.01868,0.30585,0.69755,1.50639,-1.17397,-0.49712,0.22652,0.34249,-0.39227,0.54781,-0.03297,0.14476,5.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
emergeant_neutrality-635997817,"[0, 9056, 18112, 27168, 36224, 45280, 54336, 63392, 72448, 81504, 90560, 99616, 108672, 117728, 126784, 135840, 144896, 153952, 163008, 172064, 181120, 190176, 199232, 208288, 217344, 226400, 235456, 244512, 253568, 262624, 271680, 280736, 289792, 298848, 307904, 316960, 326016, 335072, 344128, 353184, 362240, 371296, 380352, 389408, 398464, 407520, 416576, 425632, 434688, 443744, 452800, 461856, 470912, 479968, 489024, 498080, 507136, 516192, 525248, 534304, 543360, 552416, 561472, 570528, 579584, 588640, 597696, 606752, 615808, 624864, 633920, 642976, 652032, 661088, 670144, 679200, 688256, 697312, 706368, 715424, 724480, 733536, 742592, 751648, 760704, 769760, 778816, 787872, 796928, 805984, 815040, 824096, 833152, 842208, 851264, 860320, 869376, 878432, 887488, 896544, 905600, 914656, 923712, 932768, 941824, 950880, 959936, 968992, 978048, 987104, 996160, 1005216, 1014272, 1023328, 1032384, 1041440, 1050496, 1059552, 1068608, 1077664, 1086720, 1095776, 1104832, 1113888, 1122944]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0]",250.0,500000.0,2.0,0.7,2.0,0.42731,-1.0,-1.0,0.0,500.0,pairwise_competition,point_mutation,0.0,4285.0,570.0,4528.0,0.00036,0.00143,500.0,0.97946,0.00034,0.00158,0.58824,1.92242,63.0,34.47871,26.05083,21.1688,18.00975,25.3979,21.47815,18.66431,16.64096,0.00058,0.0008,1.70906,3.23069,0.0,0.00097,0.05085,0.01475,-2.26004,4.41641,0.05632,0.01026,0.0,32.50868,24.7013,20.78732,18.47212,3.11797,6.56952,0.11727,-1.20883,3.12763,11.40961,3.1494,5.4537,0.05353,-0.9691,3.34941,8.60783,0.03143,-1.11582,-0.06374,0.23974,0.22178,-2.80178,-0.08146,0.32211,0.03862,-0.26568,0.10544,0.04293,39.0,4.0,5.0,4.0,8.0,1.0,0.0,0.0,1.0,1.0
emergeant_neutrality-953232520,"[0, 6662, 13324, 19986, 26648, 33310, 39972, 46634, 53296, 59958, 66620, 73282, 79944, 86606, 93268, 99930, 106592, 113254, 119916, 126578, 133240, 139902, 146564, 153226, 159888, 166550, 173212, 179874, 186536, 193198, 199860, 206522, 213184, 219846, 226508, 233170, 239832, 246494, 253156, 259818, 266480, 273142, 279804, 286466, 293128, 299790, 306452, 313114, 319776, 326438, 333100, 339762, 346424, 353086, 359748, 366410, 373072, 379734, 386396, 393058, 399720, 406382, 413044, 419706, 426368, 433030, 439692, 446354, 453016, 459678, 466340, 473002, 479664, 486326, 492988, 499650, 506312, 512974, 519636, 526298, 532960, 539622, 546284, 552946, 559608, 566270, 572932, 579594, 586256, 592918, 599580, 606242, 612904, 619566, 626228, 632890, 639552, 646214, 652876, 659538, 666200, 672862, 679524, 686186, 692848, 699510, 706172, 712834, 719496, 726158, 732820, 739482, 746144, 752806, 759468, 766130, 772792, 779454, 786116, 792778, 799440, 806102, 812764, 819426, 826088]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",250.0,500000.0,2.0,0.7,2.0,9.24001,-1.0,-1.0,0.0,500.0,pairwise_competition,point_mutation,0.0,3240.0,570.0,3331.0,0.0018,0.00015,499.84989,1.0,0.00183,0.00037,0.58824,-1.24622,87.0,77.86259,73.12267,69.78123,67.20801,59.89124,44.95988,35.58246,30.22422,0.00319,0.00308,2.40323,6.77657,0.00238,0.00234,0.03029,0.01324,-0.44494,0.72689,0.03211,0.01491,0.0,75.12817,70.84818,67.82246,65.49249,-1.80441,3.96156,0.07799,-0.86352,-1.61633,6.13044,-1.7935,3.28142,-0.08156,-0.47628,-1.53978,4.96421,0.01091,-0.68014,-0.15955,0.38724,0.07655,-1.16623,0.21513,0.2084,0.30548,0.49786,0.10176,0.00107,28.0,32.0,17.0,3.0,0.0,4.0,0.0,0.0,2.0,1.0
emergeant_neutrality-219850514,"[0, 5332, 10664, 15996, 21328, 26660, 31992, 37324, 42656, 47988, 53320, 58652, 63984, 69316, 74648, 79980, 85312, 90644, 95976, 101308, 106640, 111972, 117304, 122636, 127968, 133300, 138632, 143964, 149296, 154628, 159960, 165292, 170624, 175956, 181288, 186620, 191952, 197284, 202616, 207948, 213280, 218612, 223944, 229276, 234608, 239940, 245272, 250604, 255936, 261268, 266600, 271932, 277264, 282596, 287928, 293260, 298592, 303924, 309256, 314588, 319920, 325252, 330584, 335916, 341248, 346580, 351912, 357244, 362576, 367908, 373240, 378572, 383904, 389236, 394568, 399900, 405232, 410564, 415896, 421228, 426560, 431892, 437224, 442556, 447888, 453220, 458552, 463884, 469216, 474548, 479880, 485212, 490544, 495876, 501208, 506540, 511872, 517204, 522536, 527868, 533200, 538532, 543864, 549196, 554528, 559860, 565192, 570524, 575856, 581188, 586520, 591852, 597184, 602516, 607848, 613180, 618512, 623844, 629176, 634508, 639840, 645172, 650504, 655836, 661168]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0]",250.0,500000.0,2.0,0.7,2.0,0.04666,-1.0,-1.0,0.0,500.0,pairwise_competition,point_mutation,0.0,1673.0,570.0,2666.0,0.00013,0.00477,500.0,0.97787,0.00012,0.00479,0.58824,1.27372,74.0,20.8667,10.48451,7.41496,6.1785,11.98453,11.12567,10.39795,9.78961,0.00014,0.00034,2.43365,5.33605,0.0,0.0,0.02627,0.01386,-0.52205,-1.39139,0.03316,0.02768,0.0,21.15851,12.9077,10.43566,9.27684,-4.89519,3.15266,-0.51327,-1.37556,-3.8158,6.42039,-3.46245,1.99035,-0.9279,3.66735,-3.11801,1.7194,1.43274,-1.16231,-0.41463,5.04291,0.69779,-4.70099,0.00521,0.06903,0.06492,0.00506,-0.40455,0.10901,61.0,0.0,2.0,3.0,0.0,6.0,0.0,1.0,0.0,1.0
emergeant_neutrality-395895766,"[0, 2008, 4016, 6024, 8032, 10040, 12048, 14056, 16064, 18072, 20080, 22088, 24096, 26104, 28112, 30120, 32128, 34136, 36144, 38152, 40160, 42168, 44176, 46184, 48192, 50200, 52208, 54216, 56224, 58232, 60240, 62248, 64256, 66264, 68272, 70280, 72288, 74296, 76304, 78312, 80320, 82328, 84336, 86344, 88352, 90360, 92368, 94376, 96384, 98392, 100400, 102408, 104416, 106424, 108432, 110440, 112448, 114456, 116464, 118472, 120480, 122488, 124496, 126504, 128512, 130520, 132528, 134536, 136544, 138552, 140560, 142568, 144576, 146584, 148592, 150600, 152608, 154616, 156624, 158632, 160640, 162648, 164656, 166664, 168672, 170680, 172688, 174696, 176704, 178712, 180720, 182728, 184736, 186744, 188752, 190760, 192768, 194776, 196784, 198792, 200800, 202808, 204816, 206824, 208832, 210840, 212848, 214856, 216864, 218872, 220880, 222888, 224896, 226904, 228912, 230920, 232928, 234936, 236944, 238952, 240960, 242968, 244976, 246984, 248992]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",250.0,500000.0,2.0,0.7,2.0,0.00451,-1.0,-1.0,0.0,500.0,pairwise_competition,point_mutation,0.0,1132.0,570.0,1004.0,0.00024,0.00339,500.0,0.6504,0.00024,0.00362,0.58824,2.77169,16.0,6.99482,5.10781,4.34203,3.92864,3.82024,3.6993,3.61896,3.56449,0.00017,0.00031,1.4136,0.18413,0.0,9e-05,0.00951,0.00191,0.88306,-0.66141,0.00921,0.00206,0.0,7.85679,5.94381,5.27019,4.95422,4.99351,0.54292,0.28071,-0.57081,5.02828,0.71178,4.32405,1.62521,-1.7478,3.63067,4.74484,1.14565,-0.66946,1.08229,-2.02851,4.20148,-0.28344,0.43387,0.05619,0.07743,-0.23988,-0.23437,-0.14673,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
emergeant_neutrality-386352823,"[0, 5190, 10380, 15570, 20760, 25950, 31140, 36330, 41520, 46710, 51900, 57090, 62280, 67470, 72660, 77850, 83040, 88230, 93420, 98610, 103800, 108990, 114180, 119370, 124560, 129750, 134940, 140130, 145320, 150510, 155700, 160890, 166080, 171270, 176460, 181650, 186840, 192030, 197220, 202410, 207600, 212790, 217980, 223170, 228360, 233550, 238740, 243930, 249120, 254310, 259500, 264690, 269880, 275070, 280260, 285450, 290640, 295830, 301020, 306210, 311400, 316590, 321780, 326970, 332160, 337350, 342540, 347730, 352920, 358110, 363300, 368490, 373680, 378870, 384060, 389250, 394440, 399630, 404820, 410010, 415200, 420390, 425580, 430770, 435960, 441150, 446340, 451530, 456720, 461910, 467100, 472290, 477480, 482670, 487860, 493050, 498240, 503430, 508620, 513810, 519000, 524190, 529380, 534570, 539760, 544950, 550140, 555330, 560520, 565710, 570900, 576090, 581280, 586470, 591660, 596850, 602040, 607230, 612420, 617610, 622800, 627990, 633180, 638370, 643560]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1]",250.0,500000.0,2.0,0.7,2.0,0.69412,-1.0,-1.0,0.0,500.0,pairwise_competition,point_mutation,0.0,4338.0,570.0,2595.0,0.0012,0.00024,499.80732,0.94412,0.00116,0.00075,0.58824,0.93787,32.0,22.26739,19.98138,18.82185,18.00626,19.38874,15.52047,13.53423,12.40664,0.0024,0.00247,1.28405,0.69743,0.0016,0.00262,0.02053,0.01408,0.16272,-0.82086,0.02193,0.02224,0.0,21.15627,19.28865,18.35207,17.72503,-1.46499,4.63763,-0.05346,-0.61688,-1.25967,5.73396,-1.33915,4.2101,0.11384,-0.38029,-1.78137,4.70107,0.12584,-0.42754,0.1673,0.23659,-0.52169,-1.0329,0.68192,0.20283,0.6212,0.21731,0.56059,-0.14846,10.0,8.0,3.0,5.0,1.0,0.0,2.0,0.0,2.0,1.0
emergeant_neutrality-142135469,"[0, 2588, 5176, 7764, 10352, 12940, 15528, 18116, 20704, 23292, 25880, 28468, 31056, 33644, 36232, 38820, 41408, 43996, 46584, 49172, 51760, 54348, 56936, 59524, 62112, 64700, 67288, 69876, 72464, 75052, 77640, 80228, 82816, 85404, 87992, 90580, 93168, 95756, 98344, 100932, 103520, 106108, 108696, 111284, 113872, 116460, 119048, 121636, 124224, 126812, 129400, 131988, 134576, 137164, 139752, 142340, 144928, 147516, 150104, 152692, 155280, 157868, 160456, 163044, 165632, 168220, 170808, 173396, 175984, 178572, 181160, 183748, 186336, 188924, 191512, 194100, 196688, 199276, 201864, 204452, 207040, 209628, 212216, 214804, 217392, 219980, 222568, 225156, 227744, 230332, 232920, 235508, 238096, 240684, 243272, 245860, 248448, 251036, 253624, 256212, 258800, 261388, 263976, 266564, 269152, 271740, 274328, 276916, 279504, 282092, 284680, 287268, 289856, 292444, 295032, 297620, 300208, 302796, 305384, 307972, 310560, 313148, 315736, 318324, 320912]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",250.0,500000.0,2.0,0.7,2.0,8.10933,-1.0,-1.0,0.0,500.0,pairwise_competition,point_mutation,0.0,4320.0,570.0,1294.0,0.00041,0.00393,500.0,0.98841,0.0004,0.00388,0.58824,-0.34058,112.0,93.39639,84.94501,79.79263,76.04105,58.50443,46.97316,39.29079,34.40301,0.00077,0.00091,1.82501,3.94393,0.00062,0.00117,0.00979,0.00677,0.97576,0.26907,0.00746,0.00737,0.0,93.23964,85.02768,79.98495,76.33111,-0.98244,6.04069,0.01047,-1.06992,-1.09718,9.87095,0.87626,4.48691,-0.37565,-0.3226,1.20781,6.42163,1.8587,-1.55378,-0.38612,0.74732,2.30498,-3.44932,0.05612,0.17016,0.12254,0.1942,-0.32313,-0.18364,52.0,22.0,17.0,9.0,6.0,1.0,0.0,3.0,1.0,1.0
emergeant_neutrality-685930531,"[0, 6982, 13964, 20946, 27928, 34910, 41892, 48874, 55856, 62838, 69820, 76802, 83784, 90766, 97748, 104730, 111712, 118694, 125676, 132658, 139640, 146622, 153604, 160586, 167568, 174550, 181532, 188514, 195496, 202478, 209460, 216442, 223424, 230406, 237388, 244370, 251352, 258334, 265316, 272298, 279280, 286262, 293244, 300226, 307208, 314190, 321172, 328154, 335136, 342118, 349100, 356082, 363064, 370046, 377028, 384010, 390992, 397974, 404956, 411938, 418920, 425902, 432884, 439866, 446848, 453830, 460812, 467794, 474776, 481758, 488740, 495722, 502704, 509686, 516668, 523650, 530632, 537614, 544596, 551578, 558560, 565542, 572524, 579506, 586488, 593470, 600452, 607434, 614416, 621398, 628380, 635362, 642344, 649326, 656308, 663290, 670272, 677254, 684236, 691218, 698200, 705182, 712164, 719146, 726128, 733110, 740092, 747074, 754056, 761038, 768020, 775002, 781984, 788966, 795948, 802930, 809912, 816894, 823876, 830858, 837840, 844822, 851804, 858786, 865768]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",250.0,500000.0,2.0,0.7,2.0,4.46872,-1.0,-1.0,0.0,500.0,pairwise_competition,point_mutation,0.0,1044.0,570.0,3491.0,0.00019,0.00789,499.85677,1.0,0.00018,0.00763,0.58824,2.82715,308.0,221.57286,189.53175,172.32148,160.67485,37.88328,33.15215,29.144,26.00095,9e-05,0.00025,3.59497,15.45127,0.0,0.0,0.01856,0.00971,0.26541,-0.5805,0.01789,0.01544,0.0,220.12429,187.82517,170.6126,159.10277,-6.37881,15.19242,0.03888,-1.17693,-5.90858,25.57527,-6.06302,10.20183,-0.07655,-0.45608,-5.86845,14.18561,0.31579,-4.99059,-0.11543,0.72085,0.04012,-11.38966,0.00819,-0.03541,-0.02289,-0.04693,-0.19477,-0.02217,265.0,19.0,0.0,10.0,6.0,6.0,0.0,0.0,0.0,2.0
emergeant_neutrality-007972225,"[0, 7430, 14860, 22290, 29720, 37150, 44580, 52010, 59440, 66870, 74300, 81730, 89160, 96590, 104020, 111450, 118880, 126310, 133740, 141170, 148600, 156030, 163460, 170890, 178320, 185750, 193180, 200610, 208040, 215470, 222900, 230330, 237760, 245190, 252620, 260050, 267480, 274910, 282340, 289770, 297200, 304630, 312060, 319490, 326920, 334350, 341780, 349210, 356640, 364070, 371500, 378930, 386360, 393790, 401220, 408650, 416080, 423510, 430940, 438370, 445800, 453230, 460660, 468090, 475520, 482950, 490380, 497810, 505240, 512670, 520100, 527530, 534960, 542390, 549820, 557250, 564680, 572110, 579540, 586970, 594400, 601830, 609260, 616690, 624120, 631550, 638980, 646410, 653840, 661270, 668700, 676130, 683560, 690990, 698420, 705850, 713280, 720710, 728140, 735570, 743000, 750430, 757860, 765290, 772720, 780150, 787580, 795010, 802440, 809870, 817300, 824730, 832160, 839590, 847020, 854450, 861880, 869310, 876740, 884170, 891600, 899030, 906460, 913890, 921320]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",250.0,500000.0,2.0,0.7,2.0,1.02528,-1.0,-1.0,0.0,500.0,pairwise_competition,point_mutation,0.0,2400.0,570.0,3715.0,0.00436,0.00479,499.86541,1.0,0.00436,0.0058,0.58824,0.9515,161.0,87.91662,69.35603,60.89777,55.69115,57.30368,48.77318,42.67978,38.50166,0.00037,0.00056,1.81272,3.23396,0.0,0.00062,0.03225,0.01903,-0.23923,-1.2178,0.03211,0.03667,0.0,85.14508,67.52764,59.29456,54.20823,0.2679,10.16594,0.11012,-0.93941,-1.00138,15.63376,-0.61005,7.78977,0.04627,-0.62854,-0.91682,11.44535,-0.87795,-2.37617,-0.06385,0.31087,0.08456,-4.18841,0.18101,0.13644,0.14425,-0.20946,0.52786,-0.14652,93.0,17.0,30.0,5.0,5.0,5.0,1.0,2.0,2.0,1.0
